iter	Passed	Remaining
743	386	548
744	386	547
745	387	547
746	387	546
747	388	546
748	388	545
749	389	545
750	389	544
751	390	544
752	391	543
753	391	543
754	392	542
755	392	542
756	393	541
757	393	541
758	394	540
759	394	540
760	395	539
761	396	539
762	396	538
763	397	538
764	397	538
765	398	537
766	398	537
767	399	536
768	400	536
769	400	536
770	401	535
771	402	535
772	402	534
773	403	535
774	404	534
775	405	534
776	405	534
777	406	533
778	406	533
779	407	532
780	408	532
781	408	531
782	409	531
783	409	530
784	410	530
785	410	529
786	411	529
787	411	528
788	412	528
789	412	527
790	413	526
791	413	526
792	414	525
793	414	525
794	415	525
795	416	525
796	417	524
797	417	524
798	418	524
799	418	523
800	419	523
801	420	522
802	420	522
803	421	521
804	421	521
805	422	520
806	422	520
807	423	520
808	424	519
809	424	519
810	425	518
811	425	517
812	426	517
813	426	516
814	427	516
815	427	515
816	428	515
817	428	514
818	429	513
819	430	514
820	430	513
821	431	513
822	431	512
823	432	511
824	432	511
825	433	510
826	433	510
827	434	509
828	434	509
829	435	508
830	435	508
831	436	507
832	436	507
833	437	506
834	437	505
835	438	505
836	438	504
837	439	504
838	439	503
839	440	502
840	440	502
841	441	501
842	441	501
843	442	500
844	442	500
845	443	499
846	443	499
847	443	498
848	444	497
849	445	497
850	445	497
851	446	496
852	446	496
853	447	495
854	447	494
855	448	494
856	448	493
857	449	493
858	449	492
859	449	491
860	450	491
861	450	490
862	451	489
863	451	489
864	452	488
865	452	488
866	453	487
867	453	487
868	454	486
869	454	485
870	455	485
871	455	484
872	456	484
873	456	483
874	456	483
875	457	482
876	458	482
877	458	481
878	459	480
879	459	480
880	460	479
881	460	479
882	461	479
883	461	478
884	462	478
885	462	477
886	463	476
887	463	476
888	464	475
889	464	475
890	465	474
891	466	474
892	466	473
893	467	473
894	467	472
895	468	472
896	468	471
897	469	471
898	469	470
899	470	470
900	470	469
901	471	469
902	472	469
903	473	469
904	474	468
905	475	468
906	475	468
907	476	468
908	477	468
909	478	467
910	478	467
911	479	466
912	479	466
913	480	465
914	480	464
915	481	464
916	481	463
917	482	463
918	482	462
919	483	462
920	483	461
921	483	460
922	484	460
923	484	459
924	485	459
925	485	458
926	486	458
927	486	457
928	487	456
929	487	456
930	488	455
931	488	455
932	489	454
933	489	453
934	489	453
935	490	452
936	491	452
937	491	452
938	492	451
939	493	451
940	493	450
941	494	450
942	494	449
943	495	448
944	495	448
945	496	447
946	496	447
947	497	446
948	497	446
949	498	445
950	498	445
951	499	444
952	499	444
953	500	443
954	500	443
955	501	442
956	501	442
957	502	441
958	502	440
959	503	440
960	503	439
961	504	439
962	504	438
963	504	437
964	505	437
965	505	436
966	506	436
967	506	435
968	507	435
969	507	434
970	508	433
971	508	433
972	509	432
973	509	432
974	510	431
975	510	430
976	510	430
977	511	429
978	511	429
979	512	428
980	512	428
981	513	427
982	513	426
983	513	426
984	514	425
985	514	425
986	515	424
987	515	424
988	516	423
989	517	423
990	517	422
991	518	422
992	518	421
993	519	420
994	519	420
995	520	419
996	520	419
997	521	418
998	521	418
999	522	418
1000	523	417
1001	523	417
1002	524	416
1003	524	416
1004	525	415
1005	525	415
1006	526	414
1007	527	414
1008	527	413
1009	528	413
1010	528	412
1011	528	411
1012	529	411
1013	529	410
1014	530	410
1015	530	409
1016	531	409
1017	531	408
1018	532	407
1019	532	407
1020	533	406
1021	533	406
1022	533	405
1023	534	404
1024	534	404
1025	535	403
1026	535	403
1027	536	402
1028	537	402
1029	538	402
1030	538	401
1031	539	401
1032	539	400
1033	540	400
1034	540	399
1035	541	398
1036	541	398
1037	541	397
1038	542	397
1039	542	396
1040	543	396
1041	543	395
1042	544	394
1043	544	394
1044	544	393
1045	545	393
1046	545	392
1047	546	392
1048	546	391
1049	547	390
1050	547	390
1051	548	389
1052	548	389
1053	549	388
1054	549	388
1055	550	387
1056	550	386
1057	551	386
1058	551	385
1059	551	385
1060	552	385
1061	553	384
1062	553	384
1063	554	383
1064	555	383
1065	555	382
1066	556	382
1067	556	381
1068	557	381
1069	557	380
1070	558	379
1071	558	379
1072	559	378
1073	559	378
1074	559	377
1075	560	376
1076	560	376
1077	561	375
1078	561	375
1079	562	374
1080	562	374
1081	563	373
1082	563	373
1083	564	372
1084	564	371
1085	564	371
1086	565	370
1087	565	370
1088	566	369
1089	566	369
1090	567	368
1091	568	368
1092	568	367
1093	569	367
1094	569	366
1095	570	366
1096	570	365
1097	571	365
1098	571	364
1099	572	364
1100	573	363
1101	573	363
1102	574	362
1103	574	362
1104	575	361
1105	575	361
1106	575	360
1107	576	359
1108	576	359
1109	577	358
1110	577	358
1111	578	357
1112	578	357
1113	579	356
1114	579	356
1115	579	355
1116	580	354
1117	580	354
1118	581	353
1119	582	353
1120	583	353
1121	583	352
1122	584	352
1123	585	351
1124	585	351
1125	586	350
1126	586	350
1127	587	350
1128	588	349
1129	588	349
1130	589	348
1131	589	347
1132	590	347
1133	590	346
1134	591	346
1135	591	345
1136	592	345
1137	592	344
1138	593	344
1139	593	343
1140	594	343
1141	594	342
1142	595	342
1143	595	341
1144	596	340
1145	596	340
1146	597	340
1147	597	339
1148	598	338
1149	598	338
1150	599	337
1151	599	337
1152	600	336
1153	600	336
1154	601	335
1155	602	335
1156	602	335
1157	603	334
1158	604	334
1159	604	333
1160	605	333
1161	605	332
1162	606	332
1163	606	331
1164	607	330
1165	607	330
1166	608	329
1167	608	329
1168	608	328
1169	609	328
1170	609	327
1171	610	327
1172	610	326
1173	611	326
1174	611	325
1175	612	325
1176	613	324
1177	614	324
1178	614	323
1179	615	323
1180	615	322
1181	616	322
1182	616	321
1183	617	321
1184	617	320
1185	618	320
1186	618	319
1187	619	319
1188	619	318
1189	620	317
1190	620	317
1191	621	316
1192	621	316
1193	622	315
1194	622	315
1195	623	314
1196	623	314
1197	624	313
1198	624	313
1199	625	312
1200	625	311
1201	626	311
1202	626	310
1203	626	310
1204	627	310
1205	628	309
1206	629	309
1207	629	308
1208	630	308
1209	630	307
1210	631	306
1211	631	306
1212	632	305
1213	632	305
1214	632	304
1215	633	304
1216	633	303
1217	634	303
1218	634	302
1219	635	302
1220	635	301
1221	636	300
1222	636	300
1223	637	299
1224	637	299
1225	638	298
1226	638	298
1227	639	297
1228	639	297
1229	640	296
1230	640	296
1231	641	295
1232	641	295
1233	642	294
1234	643	294
1235	644	294
1236	644	293
1237	645	293
1238	646	292
1239	646	292
1240	647	291
1241	647	291
1242	648	290
1243	648	290
1244	649	289
1245	649	288
1246	650	288
1247	650	287
1248	651	287
1249	651	286
1250	652	286
1251	652	285
1252	653	285
1253	653	284
1254	654	284
1255	654	283
1256	655	283
1257	655	282
1258	656	281
1259	656	281
1260	657	280
1261	657	280
1262	658	279
1263	658	279
1264	659	278
1265	659	278
1266	660	277
1267	660	277
1268	661	276
1269	661	276
1270	662	275
1271	662	275
1272	663	274
1273	663	274
1274	664	273
1275	664	273
1276	665	272
1277	665	271
1278	666	271
1279	666	270
1280	667	270
1281	667	269
1282	668	269
1283	668	268
1284	668	268
1285	669	267
1286	670	267
1287	670	266
1288	671	266
1289	671	265
1290	672	264
1291	672	264
1292	673	263
1293	673	263
1294	674	262
1295	674	262
1296	675	261
1297	675	261
1298	676	260
1299	676	260
1300	677	259
1301	677	259
1302	678	258
1303	678	258
1304	679	257
1305	679	257
1306	680	256
1307	680	255
1308	681	255
1309	681	254
1310	682	254
1311	682	253
1312	682	253
1313	683	252
1314	683	252
1315	684	251
1316	684	251
1317	685	250
1318	685	250
1319	686	249
1320	686	248
1321	686	248
1322	687	247
1323	687	247
1324	688	246
1325	688	246
1326	689	245
1327	689	245
1328	690	244
1329	690	244
1330	691	243
1331	691	243
1332	692	242
1333	692	242
1334	693	241
1335	694	241
1336	694	240
1337	695	240
1338	695	239
1339	696	239
1340	696	238
1341	697	238
1342	698	237
1343	698	237
1344	699	236
1345	699	236
1346	700	235
1347	700	234
1348	701	234
1349	701	233
1350	702	233
1351	702	232
1352	703	232
1353	704	232
1354	705	231
1355	706	231
1356	706	230
1357	707	230
1358	707	229
1359	708	229
1360	708	228
1361	709	228
1362	709	227
1363	710	227
1364	710	226
1365	711	226
1366	711	225
1367	712	224
1368	712	224
1369	713	223
1370	713	223
1371	714	222
1372	714	222
1373	715	221
1374	715	221
1375	716	220
1376	716	220
1377	717	219
1378	717	219
1379	718	218
1380	718	218
1381	719	217
1382	719	216
1383	720	216
1384	721	216
1385	721	215
1386	722	215
1387	722	214
1388	723	214
1389	723	213
1390	724	212
1391	724	212
1392	725	211
1393	725	211
1394	726	210
1395	726	210
1396	727	209
1397	727	209
1398	728	208
1399	728	208
1400	729	207
1401	729	207
1402	730	206
1403	730	206
1404	731	205
1405	731	205
1406	732	204
1407	732	203
1408	732	203
1409	733	202
1410	733	202
1411	734	201
1412	735	201
1413	735	200
1414	736	200
1415	736	199
1416	737	199
1417	737	198
1418	738	198
1419	738	197
1420	739	197
1421	739	196
1422	740	196
1423	740	195
1424	741	195
1425	741	194
1426	741	193
1427	742	193
1428	742	192
1429	743	192
1430	743	191
1431	744	191
1432	744	190
1433	745	190
1434	745	189
1435	746	189
1436	746	188
1437	746	188
1438	747	187
1439	747	186
1440	748	186
1441	748	185
1442	749	185
1443	749	184
1444	750	184
1445	750	183
1446	751	183
1447	751	182
1448	752	182
1449	752	181
1450	753	181
1451	753	180
1452	754	180
1453	755	179
1454	755	179
1455	756	178
1456	756	178
1457	757	177
1458	757	177
1459	758	176
1460	758	176
1461	759	175
1462	759	175
1463	760	174
1464	760	173
1465	761	173
1466	761	172
1467	762	172
1468	762	171
1469	763	171
1470	763	170
1471	764	170
1472	764	169
1473	765	169
1474	765	168
1475	766	168
1476	766	167
1477	767	167
1478	767	166
1479	768	166
1480	768	165
1481	769	165
1482	769	164
1483	770	164
1484	770	163
1485	771	162
1486	771	162
1487	772	161
1488	772	161
1489	773	160
1490	773	160
1491	774	159
1492	774	159
1493	775	158
1494	775	158
1495	776	157
1496	776	157
1497	776	156
1498	777	156
1499	777	155
1500	778	155
1501	778	154
1502	779	154
1503	780	153
1504	780	153
1505	781	152
1506	781	151
1507	782	151
1508	782	150
1509	783	150
1510	784	149
1511	784	149
1512	785	148
1513	785	148
1514	786	147
1515	787	147
1516	787	146
1517	788	146
1518	788	145
1519	789	145
1520	789	144
1521	790	144
1522	790	143
1523	791	143
1524	792	142
1525	792	142
1526	793	141
1527	793	141
1528	794	140
1529	794	140
1530	795	139
1531	795	139
1532	796	138
1533	796	138
1534	797	137
1535	797	137
1536	798	136
1537	798	136
1538	799	135
1539	800	135
1540	800	134
1541	801	134
1542	801	133
1543	802	133
1544	802	132
1545	803	131
1546	803	131
1547	804	130
1548	805	130
1549	805	129
1550	806	129
1551	806	128
1552	807	128
1553	807	127
1554	808	127
1555	808	126
1556	809	126
1557	809	125
1558	810	125
1559	810	124
1560	811	124
1561	811	123
1562	812	123
1563	812	122
1564	813	122
1565	813	121
1566	814	121
1567	814	120
1568	815	120
1569	815	119
1570	816	119
1571	817	118
1572	817	117
1573	818	117
1574	818	116
1575	818	116
1576	819	115
1577	819	115
1578	820	114
1579	820	114
1580	821	113
1581	821	113
1582	822	112
1583	822	112
1584	823	111
1585	823	111
1586	824	110
1587	824	110
1588	825	109
1589	825	109
1590	826	108
1591	826	108
1592	827	107
1593	828	107
1594	828	106
1595	829	105
1596	829	105
1597	830	104
1598	830	104
1599	830	103
1600	831	103
1601	832	102
1602	832	102
1603	833	101
1604	833	101
1605	834	100
1606	834	100
1607	835	99
1608	836	99
1609	836	98
1610	837	98
1611	837	97
1612	838	97
1613	838	96
1614	839	96
1615	839	95
1616	840	95
1617	840	94
1618	841	94
1619	841	93
1620	842	92
1621	842	92
1622	843	91
1623	843	91
1624	844	90
1625	844	90
1626	845	89
1627	845	89
1628	846	88
1629	846	88
1630	846	87
1631	847	87
1632	847	86
1633	848	86
1634	848	85
1635	849	85
1636	849	84
1637	849	84
1638	850	83
1639	850	83
1640	851	82
1641	851	81
1642	852	81
1643	852	80
1644	853	80
1645	853	79
1646	853	79
1647	854	78
1648	854	78
1649	855	77
1650	855	77
1651	856	76
1652	856	76
1653	857	75
1654	857	75
1655	858	74
1656	858	74
1657	858	73
1658	859	73
1659	860	72
1660	860	72
1661	861	71
1662	861	70
1663	861	70
1664	862	69
1665	863	69
1666	863	68
1667	864	68
1668	864	67
1669	865	67
1670	865	66
1671	866	66
1672	866	65
1673	866	65
1674	867	64
1675	867	64
1676	868	63
1677	868	63
1678	869	62
1679	869	62
1680	870	61
1681	870	61
1682	871	60
1683	871	60
1684	872	59
1685	872	59
1686	873	58
1687	873	57
1688	874	57
1689	874	56
1690	874	56
1691	875	55
1692	876	55
1693	876	54
1694	877	54
1695	877	53
1696	878	53
1697	878	52
1698	879	52
1699	879	51
1700	880	51
1701	880	50
1702	881	50
1703	881	49
1704	882	49
1705	882	48
1706	882	48
1707	883	47
1708	883	47
1709	884	46
1710	884	46
1711	885	45
1712	885	44
1713	886	44
1714	886	43
1715	887	43
1716	887	42
1717	888	42
1718	888	41
1719	888	41
1720	889	40
1721	889	40
1722	890	39
1723	890	39
1724	891	38
1725	891	38
1726	892	37
1727	892	37
1728	893	36
1729	893	36
1730	894	35
1731	894	35
1732	895	34
1733	895	34
1734	896	33
1735	896	33
1736	897	32
1737	897	32
1738	898	31
1739	898	30
1740	898	30
1741	899	29
1742	899	29
1743	900	28
1744	900	28
1745	901	27
1746	901	27
1747	902	26
1748	902	26
1749	903	25
1750	903	25
1751	904	24
1752	904	24
1753	905	23
1754	905	23
1755	906	22
1756	906	22
1757	907	21
1758	907	21
1759	908	20
1760	908	20
1761	909	19
1762	909	19
1763	910	18
1764	910	18
1765	911	17
1766	911	17
1767	912	16
1768	912	15
1769	912	15
1770	913	14
1771	913	14
1772	914	13
1773	914	13
1774	915	12
1775	915	12
1776	916	11
1777	916	11
1778	917	10
1779	917	10
1780	918	9
1781	918	9
1782	919	8
1783	919	8
1784	919	7
1785	920	7
1786	920	6
1787	921	6
1788	921	5
1789	922	5
1790	922	4
1791	923	4
1792	923	3
1793	923	3
1794	924	2
1795	924	2
1796	925	1
1797	925	1
1798	926	0
1799	927	0
