iter	MultiClass
1506	0.03664098644
1507	0.03663336372
1508	0.03658919315
1509	0.03657493911
1510	0.03654005728
1511	0.03649618688
1512	0.03645791541
1513	0.03641941858
1514	0.03639748946
1515	0.03637628372
1516	0.03633866898
1517	0.03632703697
1518	0.03629619386
1519	0.03627716193
1520	0.0362505516
1521	0.03622373239
1522	0.03620179853
1523	0.03619103752
1524	0.03617873229
1525	0.03615349394
1526	0.0361068741
1527	0.03608746669
1528	0.03605387034
1529	0.03602912381
1530	0.03601016981
1531	0.03598374865
1532	0.03594268878
1533	0.03591512526
1534	0.03589061033
1535	0.03585567293
1536	0.03582404782
1537	0.03580950573
1538	0.0357946892
1539	0.03576760532
1540	0.03574231039
1541	0.03571277794
1542	0.03569630729
1543	0.03567073466
1544	0.03565923531
1545	0.03563512016
1546	0.03561160795
1547	0.03558896343
1548	0.03555714627
1549	0.03553859653
1550	0.03550730713
1551	0.03547955276
1552	0.03546838462
1553	0.03544318985
1554	0.03543193404
1555	0.03541029304
1556	0.03538612884
1557	0.03535182789
1558	0.03533670599
1559	0.03531069441
1560	0.03529470952
1561	0.03526647853
1562	0.03524589422
1563	0.0352043679
1564	0.03518162204
1565	0.0351492864
1566	0.03512249914
1567	0.03510570475
1568	0.03509224996
1569	0.03506472142
1570	0.03501471181
1571	0.03499725753
1572	0.03497905734
1573	0.03496055789
1574	0.03494394587
1575	0.0349115082
1576	0.03488010928
1577	0.03484804588
1578	0.03481591018
1579	0.03479507216
1580	0.03475886691
1581	0.03473274882
1582	0.03468880264
1583	0.03466447033
1584	0.03464911532
1585	0.03461286774
1586	0.03459072682
1587	0.03456601598
1588	0.03454577127
1589	0.03453068987
1590	0.03449885584
1591	0.03448105911
1592	0.03446754843
1593	0.0344300027
1594	0.03440234888
1595	0.03437456632
1596	0.03433716772
1597	0.03431537119
1598	0.03430259679
1599	0.03427714246
1600	0.0342534189
1601	0.03423468887
1602	0.03421322646
1603	0.03418240793
1604	0.03416790036
1605	0.03414638542
1606	0.03412906707
1607	0.03410584708
1608	0.03408359819
1609	0.03407144725
1610	0.0340351226
1611	0.03401003269
1612	0.03398436717
1613	0.03397000038
1614	0.03394044735
1615	0.03391582886
1616	0.03390133362
1617	0.03388279865
1618	0.03385888653
1619	0.0338364242
1620	0.03382210928
1621	0.03379167809
1622	0.03377959793
1623	0.03374838663
1624	0.03373385829
1625	0.0337072091
1626	0.03367805317
1627	0.03365459028
1628	0.03362717059
1629	0.03360350548
1630	0.03357176287
1631	0.03354695659
1632	0.03353251387
1633	0.03351292511
1634	0.03348611681
1635	0.0334525593
1636	0.03342590719
1637	0.03341333039
1638	0.03339083147
1639	0.03336065159
1640	0.03334231702
1641	0.0333234643
1642	0.03329674272
1643	0.033274436
1644	0.03325466021
1645	0.03322341094
1646	0.03320512618
1647	0.03317338675
1648	0.03313803207
1649	0.03311777755
1650	0.03309738389
1651	0.03307689868
1652	0.03304930305
1653	0.03303020028
1654	0.03301015863
1655	0.0329792519
1656	0.03296392698
1657	0.03292340642
1658	0.03290080751
1659	0.03288518751
1660	0.03286425703
1661	0.03284754779
1662	0.03283411054
1663	0.03281487941
1664	0.03279004236
1665	0.03275395619
1666	0.03272723207
1667	0.03269870925
1668	0.03267946593
1669	0.03266221823
1670	0.03263664879
1671	0.03261303274
1672	0.03259459277
1673	0.03255924589
1674	0.03254611036
1675	0.03252668748
1676	0.03249731059
1677	0.03247722842
1678	0.03245847595
1679	0.03244400788
1680	0.03242117518
1681	0.0324126813
1682	0.03239012215
1683	0.03237195348
1684	0.03235540498
1685	0.03234136271
1686	0.03230704819
1687	0.03228337027
1688	0.03227321176
1689	0.03226255458
1690	0.03224137918
1691	0.03222876288
1692	0.03221096997
1693	0.03219255909
1694	0.03217955012
1695	0.03215750465
1696	0.03213468676
1697	0.0321021513
1698	0.03208945094
1699	0.03207623807
1700	0.03206475122
1701	0.03204606559
1702	0.03202545037
1703	0.03200227841
1704	0.03197677954
1705	0.03195930247
1706	0.03193069897
1707	0.03191325138
1708	0.03188456952
1709	0.03186795223
1710	0.03185080605
1711	0.0318323613
1712	0.03181257152
1713	0.03178878514
1714	0.03177049108
1715	0.03175066587
1716	0.03172826926
1717	0.0317092814
1718	0.03169132136
1719	0.03166397319
1720	0.03165143539
1721	0.03162303843
1722	0.03159831317
1723	0.03158473677
1724	0.03157522756
1725	0.0315440601
1726	0.03152477757
1727	0.03151471033
1728	0.03150508853
1729	0.03147545333
1730	0.03146000299
1731	0.03143617097
1732	0.03141653863
1733	0.03139318259
1734	0.0313741656
1735	0.03135108362
1736	0.03133143083
1737	0.03130948872
1738	0.03130089741
1739	0.0312750246
1740	0.03126492585
1741	0.03125204976
1742	0.03123219717
1743	0.03121454513
1744	0.03118756234
1745	0.03116717263
1746	0.03114458071
1747	0.03112531818
1748	0.03109180707
1749	0.03106575719
1750	0.03103938304
1751	0.03102009791
1752	0.03099515106
1753	0.03097626331
1754	0.03095506118
1755	0.03093816166
1756	0.03091524784
1757	0.03090186175
1758	0.03088246491
1759	0.03086678082
1760	0.03085117766
1761	0.03084037025
1762	0.03082183254
1763	0.03079923294
1764	0.0307707307
1765	0.03075149569
1766	0.03072352075
1767	0.03071012828
1768	0.03070524746
1769	0.03068748085
1770	0.0306773089
1771	0.0306529639
1772	0.03063006898
1773	0.03060582312
1774	0.03059020353
1775	0.03055697277
1776	0.0305384031
1777	0.03052362277
1778	0.03051302902
1779	0.0304919252
1780	0.03047898866
1781	0.03046406542
1782	0.03044395999
1783	0.03043733598
1784	0.03042052973
1785	0.03041284666
1786	0.03039161885
1787	0.03037604357
1788	0.03036494977
1789	0.03034600658
1790	0.03032435783
1791	0.03030419757
1792	0.03027514288
1793	0.03025467562
1794	0.03023151336
1795	0.03020822176
1796	0.03018549574
1797	0.03015819658
1798	0.03013945656
1799	0.03011063458
