iter	MultiClass
169	0.2942453153
170	0.293018235
171	0.2922141403
172	0.2908492531
173	0.289186988
174	0.2875205032
175	0.286062159
176	0.2851032921
177	0.2837319879
178	0.2826983718
179	0.2815699386
180	0.280089395
181	0.2786888009
182	0.2775836334
183	0.2762907584
184	0.2753808622
185	0.2741631039
186	0.2732656303
187	0.2720736734
188	0.2714481824
189	0.2704076355
190	0.2688825025
191	0.2682314717
192	0.267239677
193	0.2658100856
194	0.2649059856
195	0.263838165
196	0.2630373302
197	0.2623443475
198	0.261214827
199	0.2598777715
200	0.2589933318
201	0.257987986
202	0.2574491483
203	0.2564301116
204	0.2552989504
205	0.2543627276
206	0.253877592
207	0.2526083163
208	0.2518079383
209	0.2505817716
210	0.249305827
211	0.248485478
212	0.2471499001
213	0.2460015798
214	0.2453470819
215	0.2445934503
216	0.243448422
217	0.2427077644
218	0.2420802364
219	0.2415571445
220	0.2409589346
221	0.2401093891
222	0.2387768796
223	0.2384512983
224	0.2377660405
225	0.2370223044
226	0.2362624726
227	0.2355655133
228	0.2344612838
229	0.2335849634
230	0.2330544087
231	0.2320489655
232	0.2314843269
233	0.2309921322
234	0.2302443022
235	0.2291161791
236	0.2283448687
237	0.2277244648
238	0.2271797813
239	0.2264037802
240	0.2255599108
241	0.225048993
242	0.224142118
243	0.2236309405
244	0.2227609225
245	0.2217607548
246	0.221055605
247	0.2208366004
248	0.2200725139
249	0.2197148386
250	0.2193518541
251	0.2188366374
252	0.2184775025
253	0.2179432415
254	0.2171993367
255	0.216624924
256	0.2162265392
257	0.2156657298
258	0.2144001605
259	0.2136055514
260	0.212862804
261	0.2119268711
262	0.2111435924
263	0.210744233
264	0.2100496559
265	0.2090164119
266	0.2087074521
267	0.2082115448
268	0.2075272978
269	0.2068757379
270	0.2059185947
271	0.2053003993
272	0.2048406453
273	0.2040609372
274	0.2034120462
275	0.2027941493
276	0.2021433431
277	0.2014824707
278	0.2006657607
279	0.2003753371
280	0.2000706635
281	0.1992141443
282	0.1985245844
283	0.1982241741
284	0.1976980404
285	0.1968022683
286	0.1959645492
287	0.1957469838
288	0.1952028214
289	0.1944836548
290	0.1937500025
291	0.1929979467
292	0.1923450366
293	0.1920146939
294	0.1914972783
295	0.1908408575
296	0.1904637984
297	0.1898640223
298	0.1893502398
299	0.1889717583
300	0.1882874423
301	0.1874897007
302	0.1871491422
303	0.1865192844
304	0.18600502
305	0.1853886766
306	0.1851841302
307	0.184654778
308	0.1841083849
309	0.1832799854
310	0.1829428279
311	0.1824877898
312	0.182041885
313	0.1815747462
314	0.1812700506
315	0.1806580748
316	0.1803135445
317	0.1798256056
318	0.1791821423
319	0.178599263
320	0.1780829192
321	0.1777131702
322	0.1772237468
323	0.176820427
324	0.1762355417
325	0.1758808985
326	0.1753737553
327	0.1747460772
328	0.1743159366
329	0.1735951108
330	0.1730454035
331	0.1726373257
332	0.1723227893
333	0.1718313459
334	0.1713130561
335	0.1709809518
336	0.170421423
337	0.1696962214
338	0.1693317123
339	0.1689671095
340	0.1686035793
341	0.1682268443
342	0.1677476581
343	0.1673023224
344	0.1669768179
345	0.1667610067
346	0.1663267941
347	0.1658222447
348	0.1652290487
349	0.1647972528
350	0.1643667862
351	0.163985642
352	0.1634301843
353	0.1631092174
354	0.1628072011
355	0.1624240694
356	0.1622120137
357	0.1619090908
358	0.161309321
359	0.1608955191
360	0.1605135629
361	0.1602281956
362	0.1598076592
363	0.1595119438
364	0.1593306219
365	0.1588076677
366	0.158442764
367	0.1581876075
368	0.157975829
369	0.157612089
370	0.1574194588
371	0.1570459391
372	0.1567139462
373	0.1562979559
374	0.1557776097
375	0.155372476
376	0.1548341746
377	0.1545884355
378	0.1542016467
379	0.1534679976
380	0.1529835766
381	0.1525443798
382	0.1522366735
383	0.1517911886
384	0.1513969005
385	0.1510372139
386	0.15053929
387	0.1504295913
388	0.149887025
389	0.1496907731
390	0.1491122469
391	0.1487360628
392	0.1485427189
393	0.1481891142
394	0.147986411
395	0.1476563892
396	0.1474823338
397	0.1468062369
398	0.146380584
399	0.1459723263
400	0.145530526
401	0.1451674093
402	0.1445362104
403	0.144227282
404	0.1440331491
405	0.1436735717
406	0.1432013872
407	0.1428267121
408	0.1426568741
409	0.1422644388
410	0.1420817573
411	0.141937739
412	0.1415358259
413	0.1411807899
414	0.1407991836
415	0.1404120093
416	0.1402408985
417	0.1398819793
418	0.1397188187
419	0.1392760943
420	0.1390000823
421	0.1388361084
422	0.1386847637
423	0.1383743793
424	0.1380503071
425	0.1377862825
426	0.1376828656
427	0.1373143553
428	0.1370354312
429	0.1368428985
430	0.1364001599
431	0.1360088381
432	0.1358156856
433	0.1356028354
434	0.1354116515
435	0.1352908876
436	0.1348657948
437	0.1346689966
438	0.13439197
439	0.1342292739
440	0.1339262103
441	0.1335926511
442	0.1331701781
443	0.132804001
444	0.1325674975
445	0.1322051933
446	0.1319445629
447	0.1315533126
448	0.1312859455
449	0.1310057302
450	0.1305790805
451	0.1303411286
452	0.130067526
453	0.1298454211
454	0.1296421473
455	0.1293222634
456	0.1290375148
457	0.1286477131
458	0.1284171571
459	0.1280665319
460	0.1278296094
461	0.1275300231
462	0.1274102036
463	0.1270180876
464	0.1268514815
465	0.1266850148
466	0.126271732
467	0.1259505982
468	0.1256645637
469	0.1255373069
470	0.1253711087
471	0.1252083937
472	0.1249937099
473	0.1246340835
474	0.1244189949
475	0.1241022645
476	0.1238863557
477	0.1235446266
478	0.1232402703
479	0.1229596738
480	0.1226485857
481	0.1225155789
482	0.1223245239
483	0.1219819982
484	0.1217864632
485	0.1215828173
486	0.1213054665
487	0.1209867292
488	0.1206931127
489	0.1204077181
490	0.1201279994
491	0.1197859948
492	0.1195340197
493	0.1193208577
494	0.1191225209
495	0.118899605
496	0.1186821862
497	0.1184125522
498	0.1183092911
499	0.1180738038
500	0.1179551392
501	0.1176451813
502	0.1175633947
503	0.1172879631
504	0.1170974163
505	0.1168677192
506	0.1166647622
507	0.1164873938
508	0.1161625487
509	0.1159313643
510	0.1156249847
511	0.1154685002
512	0.1151754463
513	0.1150179255
514	0.1148150324
515	0.1145243472
516	0.1142536159
517	0.1140148827
518	0.1137654493
519	0.1134017493
520	0.1132753226
521	0.1131800694
522	0.1128638012
523	0.1126733768
524	0.1124429829
525	0.1122122921
526	0.1119048532
527	0.1116620795
528	0.1113624186
529	0.1112174707
530	0.1108470949
531	0.1105706432
532	0.1101905247
533	0.1098758599
534	0.1096470448
535	0.1095435664
536	0.1093003524
537	0.1091254337
538	0.1089611669
539	0.1087738446
540	0.1084856886
541	0.1082622469
542	0.1080080062
543	0.107790027
544	0.1074443423
545	0.1072411566
546	0.1071044873
547	0.1068681307
548	0.1067762628
549	0.1065436073
550	0.1064959516
551	0.1063970395
552	0.106152422
553	0.1060795342
554	0.1059795862
555	0.1058538217
556	0.1056603626
557	0.1054044676
558	0.1052084387
559	0.1048965899
560	0.1046000347
561	0.1043460065
562	0.104088374
563	0.103962823
564	0.103887454
565	0.1037245766
566	0.10360818
567	0.1033920829
568	0.1032107206
569	0.1030370614
570	0.1029241042
571	0.1027255693
572	0.102640686
573	0.1025570307
574	0.1023223622
575	0.1020643406
576	0.1018761944
577	0.1016373158
578	0.1014996891
579	0.1013922527
580	0.1011032607
581	0.1008589969
582	0.1006374776
583	0.10037724
584	0.1001613622
585	0.09995658904
586	0.09975431235
587	0.09960569151
588	0.09943594436
589	0.0992411715
590	0.09906902674
591	0.09881933198
592	0.09854959943
593	0.0984047371
594	0.09819870358
595	0.09803376753
596	0.09787175388
597	0.09782067676
598	0.09774865402
599	0.09754075645
600	0.09743064899
601	0.09723910569
602	0.09706259683
603	0.0969361776
604	0.09672029939
605	0.09660460711
606	0.09656213667
607	0.09633870632
608	0.09608949743
609	0.09587649181
610	0.0957248596
611	0.09563626499
612	0.09551235333
613	0.0954092097
614	0.0952501229
615	0.09508628973
616	0.09499542096
617	0.09482485147
618	0.09459174259
619	0.09442416879
620	0.09420584547
621	0.09402309058
622	0.09391496164
623	0.0937704495
624	0.09357383362
625	0.09336362302
626	0.09313610122
627	0.09288694189
628	0.09274904678
629	0.09268892648
630	0.09248780997
631	0.09243474009
632	0.09221086224
633	0.09203980513
634	0.09188342581
635	0.09178757806
636	0.09160026369
637	0.09140395327
638	0.09131321293
639	0.09121121522
640	0.09104074302
641	0.09093757918
642	0.09081405405
643	0.09072459051
644	0.09057552318
645	0.09045475804
646	0.0903421711
647	0.0901460609
648	0.08994600471
649	0.08974439393
650	0.08968977792
651	0.08952151521
652	0.08936764354
653	0.08918396003
654	0.0891061857
655	0.08885003959
656	0.08872573345
657	0.08862823628
658	0.08857663351
659	0.08839011771
660	0.08827883566
661	0.08807008735
662	0.08793496345
663	0.08773056493
664	0.08750283995
665	0.08740750936
666	0.0872705137
667	0.0871092807
668	0.0869692116
669	0.08684000994
670	0.08676496114
671	0.08669499576
672	0.08657064292
673	0.08652567609
674	0.08642927862
675	0.08635176817
676	0.08614321165
677	0.08597964009
678	0.08576036522
679	0.08570269077
680	0.08556289495
681	0.08541001322
682	0.08524753582
683	0.08516468836
684	0.08505452217
685	0.0848735648
686	0.08482927917
687	0.08466289573
688	0.08452279409
689	0.08444835565
690	0.08436910189
691	0.08422027788
692	0.08409072575
693	0.08399054296
694	0.08383551675
695	0.08377544597
696	0.08364276481
697	0.08351697452
698	0.08335879853
699	0.08328374387
700	0.0831559715
701	0.08306549483
702	0.08289255056
703	0.08276785302
704	0.08266467143
705	0.08257576176
706	0.08243586188
707	0.08233734781
708	0.08226550742
709	0.08213892877
710	0.08208346591
711	0.08190124837
712	0.08175150776
713	0.08167881865
714	0.0815996009
715	0.08149013833
716	0.08137981975
717	0.08127004688
718	0.08118774488
719	0.08099974685
720	0.08084499786
721	0.08074564037
722	0.08059588156
723	0.08049266721
724	0.08031646453
725	0.08017846309
726	0.08004916111
727	0.07994001681
728	0.07984578759
729	0.07970718278
730	0.07960208567
731	0.07944175236
732	0.079282283
733	0.07920885692
734	0.07911275532
735	0.07896063158
736	0.07891279107
737	0.0787751909
738	0.07865322161
739	0.07856282364
740	0.07848379698
741	0.07839415323
742	0.07827230267
743	0.07814156084
744	0.07804896469
745	0.07800434637
746	0.07789772332
747	0.0778115691
748	0.07770841781
749	0.07755736835
750	0.07743612156
751	0.07731117433
752	0.07719969528
753	0.07708463698
754	0.07694314371
755	0.07686009826
756	0.07678622607
757	0.07669957133
758	0.07661046828
759	0.07654590524
760	0.07639438231
761	0.07625843199
762	0.07611900058
763	0.07599318658
764	0.07590560172
765	0.075805092
766	0.07569930807
767	0.07556956899
768	0.07543238029
769	0.07529748715
770	0.07518149133
771	0.07508333742
772	0.07497315723
773	0.07486400192
774	0.07475843371
775	0.07466935312
776	0.07462459949
777	0.07457071911
778	0.07444861537
779	0.07428237475
780	0.0742395923
781	0.07413177931
782	0.07401926217
783	0.07395646836
784	0.07384585987
785	0.073768976
786	0.07364180093
787	0.07348232434
788	0.07341578542
789	0.0733559659
790	0.07324158401
791	0.07318904545
792	0.07309877724
793	0.07297553135
794	0.07290934632
795	0.07284843824
796	0.07277030366
797	0.07269939365
798	0.07264178803
799	0.07258878914
800	0.07248693038
801	0.07239631507
802	0.07235501861
803	0.07223997209
804	0.0721034408
805	0.07204299304
806	0.07195793494
807	0.07186171696
808	0.07174268637
809	0.07168690317
810	0.07154746389
811	0.071525762
812	0.07138510353
813	0.07124121162
814	0.07117911262
815	0.07113352612
816	0.07103234123
817	0.07094810513
818	0.07082779739
819	0.07072859846
820	0.07055812633
821	0.07048842832
822	0.07037540311
823	0.07029872541
824	0.07020495989
825	0.07017461837
826	0.07006350193
827	0.06992782688
828	0.06987554036
829	0.06976355663
830	0.06966385271
831	0.06959010659
832	0.06954781714
833	0.06950961773
834	0.06944261279
835	0.06938467658
836	0.06929760523
837	0.06919314979
838	0.06914435268
839	0.06909084007
840	0.06901920275
841	0.06888534396
842	0.06881669293
843	0.06871808878
844	0.06859317482
845	0.06851103891
846	0.06841142713
847	0.06831701588
848	0.06827022157
849	0.0681844795
850	0.06811913463
851	0.06804968921
852	0.06789961267
853	0.06775944411
854	0.06770153341
855	0.06758373473
856	0.06751269421
857	0.06740260876
858	0.0673261299
859	0.06728898669
860	0.06716458556
861	0.06708371327
862	0.06698855588
863	0.06691238657
864	0.0668520942
865	0.06677149134
866	0.06673052103
867	0.06665794118
868	0.06651246955
869	0.06643183397
870	0.06638331238
871	0.0662912225
872	0.06618823171
873	0.06604084239
874	0.06595823544
875	0.06589073923
876	0.06583049903
877	0.06576859151
878	0.06568748163
879	0.06564634053
880	0.06551420762
881	0.06542054731
882	0.06533117249
883	0.06525289262
884	0.06521749854
885	0.06511414285
886	0.06500151649
887	0.06492913861
888	0.06488962779
889	0.06483676759
890	0.06471395994
891	0.06467260942
892	0.06460687194
893	0.06458548844
894	0.06453560933
895	0.06444124923
896	0.06435044562
897	0.06427910711
898	0.06423547021
899	0.06414113977
900	0.06403453027
901	0.06396105457
902	0.06388340823
903	0.06379890022
904	0.06373730024
905	0.06367560966
906	0.06360784363
907	0.06356850767
908	0.06349290374
909	0.06343388254
910	0.06336593605
911	0.06329865518
912	0.06320089733
913	0.06316498916
914	0.06307508625
915	0.06304763057
916	0.06296210856
917	0.06291093445
918	0.06278545488
919	0.06274715496
920	0.06267161028
921	0.06263306775
922	0.06255476331
923	0.06249428704
924	0.06238429499
925	0.0623365394
926	0.0622615483
927	0.06218812776
928	0.06213102242
929	0.06207003841
930	0.06199866849
931	0.06194788947
932	0.06186192631
933	0.06176915265
934	0.06168969605
935	0.06163739439
936	0.06154873794
937	0.06148641389
938	0.06142228475
939	0.06130484789
940	0.06121282056
941	0.0611291455
942	0.06106274596
943	0.06095246883
944	0.06087995655
945	0.06083832096
946	0.06073691393
947	0.06065517799
948	0.06061159196
949	0.06057524709
950	0.06052961958
951	0.06046561541
952	0.06040062795
953	0.06031417084
954	0.0602511453
955	0.06022365753
956	0.06017845861
957	0.06012171885
958	0.05999601138
959	0.05991777853
960	0.05985077229
961	0.0597909623
962	0.05972396343
963	0.05968363788
964	0.05961576194
965	0.05952088972
966	0.05945303641
967	0.05937883835
968	0.05927434805
969	0.05921325589
970	0.05913997008
971	0.05908184722
972	0.05899368865
973	0.05893595974
974	0.05888816003
975	0.05885668198
976	0.05876886488
977	0.05867888981
978	0.05863380294
979	0.0585638245
980	0.05850435957
981	0.05845588607
982	0.05836907204
983	0.05829828856
984	0.05821644242
985	0.05816197628
986	0.05811947619
987	0.05802833952
988	0.05793933481
989	0.05784900824
990	0.05782322072
991	0.05773738391
992	0.05765455042
993	0.05759362891
994	0.05752723026
995	0.05748136719
996	0.05741353685
997	0.05736757159
998	0.05730863528
999	0.05727923719
1000	0.05722921525
1001	0.05715360931
1002	0.05710564318
1003	0.05707119253
1004	0.05701074788
1005	0.05690915544
1006	0.0568477627
1007	0.05679835312
1008	0.05672629824
1009	0.05670028689
1010	0.05662781044
1011	0.05656012149
1012	0.05651676012
1013	0.05647319283
1014	0.05642293721
1015	0.0563772139
1016	0.05631316811
1017	0.05626114053
1018	0.0562065826
1019	0.05616498495
1020	0.05612521921
1021	0.05603831352
1022	0.05602455925
1023	0.0559549406
1024	0.05586686086
1025	0.05583728912
1026	0.05578423873
1027	0.05571361294
1028	0.05566174198
1029	0.05563450665
1030	0.05556109699
1031	0.05549197497
1032	0.05546269543
1033	0.0553831856
1034	0.05535152717
1035	0.05532982034
1036	0.05527595665
1037	0.05519852412
1038	0.05516202756
1039	0.05512749413
1040	0.05508865335
1041	0.05502985302
1042	0.05497907983
1043	0.05488139168
1044	0.05484829796
1045	0.05479979291
1046	0.05476722506
1047	0.05470145833
1048	0.05466924838
1049	0.05461647265
1050	0.0545486722
1051	0.05451106789
1052	0.05446769524
1053	0.05439412877
1054	0.05432103976
1055	0.05427486042
1056	0.05424192536
1057	0.05417657847
1058	0.05414338208
1059	0.05407451897
1060	0.05403406872
1061	0.05395483458
1062	0.05389185026
1063	0.05383586209
1064	0.0537918921
1065	0.05375087782
1066	0.05372537378
1067	0.05366178078
1068	0.05363728341
1069	0.05360804733
1070	0.05353741783
1071	0.05346029147
1072	0.05342286227
1073	0.05336928372
1074	0.05329836914
1075	0.0532346431
1076	0.0531831948
1077	0.05313120209
1078	0.05309445152
1079	0.05303965665
1080	0.05299947968
1081	0.05297893994
1082	0.0529553868
1083	0.05293236792
1084	0.05288130301
1085	0.05282591988
1086	0.05280307133
1087	0.05275993194
1088	0.05267903902
1089	0.05261559067
1090	0.05255183029
1091	0.05252380305
1092	0.05247538206
1093	0.05242127555
1094	0.05236136677
1095	0.05231720382
1096	0.05225116401
1097	0.05218070606
1098	0.05212213441
1099	0.05206363859
1100	0.05199940524
1101	0.0519246926
1102	0.05186884167
1103	0.05182485474
1104	0.05178005348
1105	0.0517397224
1106	0.05164836154
1107	0.05159530095
1108	0.05154481036
1109	0.05152898699
1110	0.05147669464
1111	0.051461615
1112	0.05143129811
1113	0.05140464551
1114	0.0513558638
1115	0.05130665205
1116	0.05128541174
1117	0.05122377595
1118	0.05118033882
1119	0.05109326187
1120	0.05103000101
1121	0.05099870786
1122	0.05095191601
1123	0.05089029369
1124	0.05084550018
1125	0.05075883156
1126	0.05069592967
1127	0.05066152222
1128	0.05058641144
1129	0.05051989649
1130	0.05047654868
1131	0.05044055237
1132	0.05040467409
1133	0.05034906342
1134	0.05028166751
1135	0.05022896614
1136	0.05017002741
1137	0.05011472112
1138	0.05008473835
1139	0.05005010686
1140	0.04999157633
1141	0.04996654738
1142	0.04990600919
1143	0.04985854441
1144	0.04981013077
1145	0.04976582518
1146	0.04971640005
1147	0.04967653598
1148	0.04963375931
1149	0.04959117566
1150	0.0495568244
1151	0.04951184091
1152	0.04948338586
1153	0.04942955431
1154	0.04938498214
1155	0.04935253719
1156	0.04928697306
1157	0.04920000046
1158	0.04911204512
1159	0.04909916189
1160	0.04904986455
1161	0.04902825601
1162	0.04898011414
1163	0.04893347322
1164	0.04889504867
1165	0.04884214488
1166	0.0488026169
1167	0.04876899686
1168	0.04873707745
1169	0.04870306814
1170	0.04867683248
1171	0.04864284522
1172	0.04860196255
1173	0.04856897479
1174	0.04853218779
1175	0.04848804171
1176	0.04843251714
1177	0.04837685613
1178	0.04833527103
1179	0.04827748102
1180	0.04822781377
1181	0.04817108416
1182	0.04815393738
1183	0.04810701606
1184	0.04805064015
1185	0.04801727055
1186	0.04796935966
1187	0.04792543289
1188	0.04790357907
1189	0.04786730592
1190	0.0478143922
1191	0.04779464972
1192	0.04773900744
1193	0.04768840767
1194	0.04765303922
1195	0.04760334768
1196	0.04757925722
1197	0.04751941378
1198	0.04745216605
1199	0.04739229238
1200	0.04734642005
1201	0.04726991957
1202	0.04720541481
1203	0.04718405363
1204	0.04713179014
1205	0.04707228049
1206	0.04705643205
1207	0.04701607219
1208	0.04698417665
1209	0.04695628152
1210	0.04687747981
1211	0.04684441404
1212	0.04679911767
1213	0.0467721542
1214	0.0467181838
1215	0.04666503011
1216	0.04662281359
1217	0.04657314646
1218	0.04652223493
1219	0.04648310043
1220	0.04644999686
1221	0.04639111664
1222	0.04636497877
1223	0.0463127273
1224	0.04626458008
1225	0.04622352255
1226	0.04619600509
1227	0.04618113999
1228	0.04612922853
1229	0.04608596559
1230	0.04605475944
1231	0.0459909438
1232	0.04596439555
1233	0.04592499741
1234	0.04588640902
1235	0.04586306761
1236	0.04584159019
1237	0.04579519189
1238	0.04574669919
1239	0.04569286684
1240	0.04565498682
1241	0.04561391706
1242	0.04558711876
1243	0.04554541586
1244	0.04550225948
1245	0.04548099384
1246	0.04541951144
1247	0.04538163629
1248	0.04532890765
1249	0.04529643874
1250	0.0452050565
1251	0.04516808452
1252	0.04511735431
1253	0.04508495586
1254	0.04505246219
1255	0.04500634705
1256	0.04497101234
1257	0.04493375786
1258	0.04486997519
1259	0.04483528143
1260	0.04480784913
1261	0.04475003241
1262	0.04472913556
1263	0.04468086099
1264	0.04463857618
1265	0.04460140494
1266	0.04456146339
1267	0.04452164667
1268	0.04447510323
1269	0.0444282804
1270	0.04437783275
1271	0.04434066343
1272	0.04428270954
1273	0.0442509701
1274	0.04421066455
1275	0.04416373585
1276	0.0441316897
1277	0.04409486988
1278	0.04404980938
1279	0.04401987255
1280	0.04396324843
1281	0.04392656785
1282	0.04389708453
1283	0.04386948326
1284	0.04383724867
1285	0.0437994697
1286	0.04374491383
1287	0.0437097695
1288	0.04366621571
1289	0.04362676218
1290	0.04359898616
1291	0.04354459835
1292	0.04351028739
1293	0.04347430582
1294	0.04344655554
1295	0.04340715247
1296	0.04337262118
1297	0.04334804673
1298	0.0433275696
1299	0.04329343596
1300	0.04326548996
1301	0.04324991723
1302	0.0432328597
1303	0.04317703173
1304	0.0431480486
1305	0.04311811021
1306	0.04308041657
1307	0.04304481985
1308	0.04302673362
1309	0.04297594928
1310	0.04294240843
1311	0.04289385078
1312	0.04285017425
1313	0.04282453314
1314	0.04279249266
1315	0.04277593644
1316	0.04272610615
1317	0.04270529395
1318	0.04267843972
1319	0.04262329337
1320	0.04258051603
1321	0.04253743557
1322	0.04249018492
1323	0.04246992764
1324	0.04244831379
1325	0.04239943863
1326	0.04236221821
1327	0.04232216934
1328	0.0423027087
1329	0.04225524237
1330	0.0421984296
1331	0.04217358184
1332	0.04214611228
1333	0.04210850512
1334	0.04206785647
1335	0.0420319751
1336	0.04199768989
1337	0.04196216464
1338	0.04194129431
1339	0.04190297287
1340	0.04188654984
1341	0.04187503308
1342	0.04185516209
1343	0.04182689141
1344	0.04177696348
1345	0.0417400101
1346	0.04168571094
1347	0.04165007599
1348	0.04162810253
1349	0.04157261321
1350	0.04153210874
1351	0.04147273007
1352	0.04143247056
1353	0.04139676512
1354	0.04136289005
1355	0.04132497791
1356	0.04129908787
1357	0.04126651534
1358	0.04122982046
1359	0.04120145958
1360	0.04115965512
1361	0.04113380593
1362	0.04110417371
1363	0.04105475905
1364	0.04103253187
1365	0.04099110378
1366	0.04092381649
1367	0.04089297534
1368	0.04084590404
1369	0.04081040458
1370	0.04075326482
1371	0.04071189363
1372	0.04068230989
1373	0.04062619473
1374	0.0405991472
1375	0.0405641821
1376	0.04053852379
1377	0.04051247339
1378	0.04049545617
1379	0.04046935105
1380	0.04044447121
1381	0.04042404562
1382	0.04038478234
1383	0.04035606891
1384	0.04032240545
1385	0.04031035726
1386	0.0402766307
1387	0.04024036087
1388	0.04021034889
1389	0.04016868968
1390	0.04013167816
1391	0.04008939646
1392	0.04006791294
1393	0.04004447019
1394	0.04000591847
1395	0.03997399016
1396	0.0399271797
1397	0.03987124613
1398	0.03984871465
1399	0.03982016737
1400	0.03978035318
1401	0.03975524797
1402	0.03972357
1403	0.0396902618
1404	0.03965555174
1405	0.03962105043
1406	0.03958084367
1407	0.03955609811
1408	0.03952778994
1409	0.03949840178
1410	0.03946495061
1411	0.03943368687
1412	0.03939650188
1413	0.03936077279
1414	0.03933233101
1415	0.03929174798
1416	0.03925971244
1417	0.03921440379
1418	0.03918949068
1419	0.03916218133
1420	0.03913496291
1421	0.03910542187
1422	0.03907220275
1423	0.03904219052
1424	0.03901224497
1425	0.03897547929
1426	0.03895946167
1427	0.03892900859
1428	0.03890080736
1429	0.03884492469
1430	0.03881454654
1431	0.03878696516
1432	0.03875114441
1433	0.03871979208
1434	0.0387004323
1435	0.03866942373
1436	0.03864260116
1437	0.03861784258
1438	0.03859948217
1439	0.0385745118
1440	0.03851614755
1441	0.03848444691
1442	0.03846957867
1443	0.03845138449
1444	0.03843730703
1445	0.03841800883
1446	0.03837352764
1447	0.0383270931
1448	0.03829419432
1449	0.03825953284
1450	0.03824439255
1451	0.03820171257
1452	0.03816799432
1453	0.03815200403
1454	0.03811528015
1455	0.03808296423
1456	0.03806709161
1457	0.0380383272
1458	0.03800629086
1459	0.03797984265
1460	0.03794242961
1461	0.03793142926
1462	0.03789849392
1463	0.03787608774
1464	0.03784790085
1465	0.03781933177
1466	0.03779119118
1467	0.03776835288
1468	0.03773173205
1469	0.03770102946
1470	0.03768219662
1471	0.03765800995
1472	0.03763260832
1473	0.03760469101
1474	0.03757225075
1475	0.03753542365
1476	0.03750557792
1477	0.03747100322
1478	0.03745273075
1479	0.03742342495
1480	0.03738746729
1481	0.03735534734
1482	0.03732732826
1483	0.03729736376
1484	0.0372658876
1485	0.03722116179
1486	0.03720952363
1487	0.03718581347
1488	0.0371507581
1489	0.03711192189
1490	0.03708908946
1491	0.03704981956
1492	0.0370335515
1493	0.03699069825
1494	0.03695826548
1495	0.03694169192
1496	0.03691246775
1497	0.03687778592
1498	0.03685253382
1499	0.03683369122
1500	0.03680654921
1501	0.03677851159
1502	0.03675076615
1503	0.0367152334
1504	0.03669175049
1505	0.03666348558
